2.127e+14	3.88431e+09
2.12864e+14	3.94182e+09
2.13028e+14	3.99904e+09
2.13192e+14	4.05609e+09
2.13356e+14	4.11299e+09
2.1352e+14	4.16974e+09
2.13684e+14	4.22633e+09
2.13848e+14	4.28278e+09
2.14012e+14	4.33908e+09
2.14176e+14	4.39524e+09
2.1434e+14	4.45125e+09
2.14504e+14	4.50713e+09
2.14668e+14	4.56288e+09
2.14832e+14	4.6185e+09
2.14996e+14	4.67399e+09
2.1516e+14	4.72938e+09
2.15324e+14	4.78466e+09
2.15488e+14	4.83984e+09
2.15652e+14	4.89495e+09
2.15817e+14	4.9581e+09
2.15981e+14	5.02862e+09
2.16145e+14	5.09973e+09
2.16309e+14	5.17151e+09
2.16473e+14	5.24188e+09
2.16637e+14	5.30972e+09
2.16801e+14	5.37834e+09
2.16965e+14	5.44785e+09
2.17129e+14	5.52297e+09
2.17293e+14	5.6005e+09
2.17457e+14	5.68096e+09
2.17621e+14	5.76502e+09
2.17785e+14	5.85345e+09
2.17949e+14	5.94697e+09
2.18113e+14	6.04591e+09
2.18277e+14	6.14987e+09
2.18441e+14	6.2573e+09
2.18605e+14	6.36572e+09
2.18769e+14	6.47248e+09
2.18933e+14	6.5757e+09
2.19097e+14	6.67459e+09
2.19261e+14	6.76914e+09
2.19425e+14	6.85984e+09
2.19589e+14	6.94732e+09
2.19753e+14	7.03214e+09
2.19917e+14	7.11482e+09
2.20081e+14	7.19579e+09
2.20245e+14	7.27535e+09
2.20409e+14	7.3809e+09
2.20573e+14	7.50325e+09
2.20738e+14	7.62491e+09
2.20902e+14	7.74596e+09
2.21066e+14	7.86651e+09
2.2123e+14	7.98664e+09
2.21394e+14	8.10639e+09
2.21558e+14	8.22582e+09
2.21722e+14	8.34493e+09
2.21886e+14	8.46378e+09
2.2205e+14	8.58236e+09
2.22214e+14	8.70066e+09
2.22378e+14	8.81871e+09
2.22542e+14	8.93645e+09
2.22706e+14	9.0539e+09
2.2287e+14	9.17102e+09
2.23034e+14	9.28777e+09
2.23198e+14	9.40413e+09
2.23362e+14	9.52005e+09
2.23526e+14	9.6355e+09
2.2369e+14	9.75051e+09
2.23854e+14	9.86495e+09
2.24018e+14	9.97876e+09
2.24182e+14	1.00919e+10
2.24346e+14	1.02043e+10
2.2451e+14	1.03159e+10
2.24674e+14	1.04267e+10
2.24838e+14	1.05366e+10
2.25002e+14	1.06456e+10
2.25166e+14	1.07538e+10
2.2533e+14	1.0861e+10
2.25494e+14	1.09674e+10
2.25658e+14	1.10729e+10
2.25822e+14	1.118e+10
2.25986e+14	1.12903e+10
2.2615e+14	1.13975e+10
2.26314e+14	1.15147e+10
2.26478e+14	1.16543e+10
2.26643e+14	1.17944e+10
2.26807e+14	1.19354e+10
2.26971e+14	1.20775e+10
2.27135e+14	1.2221e+10
2.27299e+14	1.23664e+10
2.27463e+14	1.25138e+10
2.27627e+14	1.26635e+10
2.27791e+14	1.28158e+10
2.27955e+14	1.29943e+10
2.28119e+14	1.32332e+10
2.28283e+14	1.34758e+10
2.28447e+14	1.37223e+10
2.28611e+14	1.39732e+10
2.28775e+14	1.42288e+10
2.28939e+14	1.44897e+10
2.29103e+14	1.4756e+10
2.29267e+14	1.50279e+10
2.29431e+14	1.53055e+10
2.29595e+14	1.55881e+10
2.29759e+14	1.58747e+10
2.29923e+14	1.6164e+10
2.30087e+14	1.64541e+10
2.30251e+14	1.67432e+10
2.30415e+14	1.70297e+10
2.30579e+14	1.73118e+10
2.30743e+14	1.75893e+10
2.30907e+14	1.78628e+10
2.31071e+14	1.81322e+10
2.31235e+14	1.83977e+10
2.31399e+14	1.86596e+10
2.31563e+14	1.89184e+10
2.31728e+14	1.91745e+10
2.31892e+14	1.94283e+10
2.32056e+14	1.96801e+10
2.3222e+14	1.99304e+10
2.32384e+14	2.01795e+10
2.32548e+14	2.04277e+10
2.32712e+14	2.06753e+10
2.32876e+14	2.09225e+10
2.3304e+14	2.11695e+10
2.33204e+14	2.14166e+10
2.33368e+14	2.16638e+10
2.33532e+14	2.19112e+10
2.33696e+14	2.21591e+10
2.3386e+14	2.24074e+10
2.34024e+14	2.26561e+10
2.34188e+14	2.29054e+10
2.34352e+14	2.31552e+10
2.34516e+14	2.34054e+10
2.3468e+14	2.36561e+10
2.34844e+14	2.39073e+10
2.35008e+14	2.41588e+10
2.35172e+14	2.44106e+10
2.35336e+14	2.46883e+10
2.355e+14	2.50408e+10
2.35664e+14	2.55135e+10
2.35828e+14	2.59832e+10
2.35992e+14	2.64506e+10
2.36156e+14	2.69168e+10
2.3632e+14	2.73828e+10
2.36484e+14	2.78493e+10
2.36648e+14	2.83002e+10
2.36812e+14	2.87494e+10
2.36976e+14	2.92014e+10
2.3714e+14	2.96566e+10
2.37304e+14	3.01154e+10
2.37468e+14	3.05779e+10
2.37633e+14	3.10441e+10
2.37797e+14	3.15136e+10
2.37961e+14	3.1986e+10
2.38125e+14	3.24607e+10
2.38289e+14	3.29371e+10
2.38453e+14	3.34142e+10
2.38617e+14	3.38915e+10
2.38781e+14	3.43683e+10
2.38945e+14	3.48439e+10
2.39109e+14	3.53178e+10
2.39273e+14	3.57896e+10
2.39437e+14	3.6259e+10
2.39601e+14	3.67249e+10
2.39765e+14	3.71871e+10
2.39929e+14	3.76463e+10
2.40093e+14	3.81025e+10
2.40257e+14	3.85558e+10
2.40421e+14	3.90065e+10
2.40585e+14	3.94545e+10
2.40749e+14	3.99003e+10
2.40913e+14	4.03551e+10
2.41077e+14	4.0814e+10
2.41241e+14	4.12716e+10
2.41405e+14	4.17282e+10
2.41569e+14	4.2184e+10
2.41733e+14	4.26393e+10
2.41897e+14	4.30943e+10
2.42061e+14	4.35493e+10
2.42225e+14	4.40044e+10
2.42389e+14	4.44597e+10
2.42554e+14	4.49104e+10
2.42718e+14	4.53472e+10
